85.981	90.393	90.040	89.764	86.533	90.762	91.915	91.159	69.331	85.126	83.314	98.342	86.579	88.694	86.333	83.241	82.821	94.415	94.684	83.387	85.192
86.604	90.854	90.545	89.443	87.300	91.480	92.477	91.748	72.134	85.815	83.869	98.742	87.229	88.986	86.928	84.208	83.481	95.271	94.552	84.895	85.734
87.150	92.162	91.367	89.925	87.567	92.308	92.618	92.308	72.908	86.504	84.517	98.475	87.879	90.056	87.397	84.646	84.372	95.680	94.651	84.914	86.489
87.851	91.605	91.130	90.223	88.067	92.351	93.011	92.280	75.493	86.581	85.465	99.008	88.346	91.126	87.775	85.314	85.131	96.268	94.751	85.463	86.895
89.330	92.622	91.671	91.163	88.567	92.467	93.517	93.028	76.388	87.269	86.761	98.475	88.658	92.196	88.599	87.087	86.771	96.830	95.980	86.226	87.611
90.498	93.155	91.863	91.867	89.300	92.745	93.995	93.402	78.997	88.188	88.376	98.708	89.126	93.071	89.262	87.778	87.761	97.891	96.312	87.793	88.386
91.589	94.124	92.483	92.044	89.200	92.806	94.277	93.748	78.973	88.571	89.322	98.475	89.308	93.265	89.445	87.940	88.118	97.891	96.578	88.027	88.773
92.290	93.325	92.391	92.073	89.733	92.498	94.811	93.654	81.414	88.647	90.267	98.408	89.672	93.752	89.686	88.515	88.854	98.377	96.578	88.165	89.199
92.679	94.393	93.460	92.484	90.200	92.899	95.486	94.374	82.936	89.030	91.223	98.142	90.414	94.238	89.411	89.206	89.937	98.236	97.010	88.615	90.012
93.302	94.900	93.617	93.189	91.067	93.331	96.245	94.748	85.812	89.413	92.228	98.842	91.099	94.919	90.128	90.704	90.926	98.658	97.076	89.770	90.902
93.536	95.185	94.272	93.335	91.233	93.300	96.020	94.991	85.305	89.872	92.465	98.675	91.218	95.502	90.681	91.118	91.349	98.057	97.143	89.927	91.386
93.692	95.629	94.645	93.923	91.833	93.270	96.413	95.028	87.600	90.332	92.908	98.942	91.843	96.183	91.265	91.256	91.800	98.134	97.375	90.475	92.044
93.847	95.977	95.246	94.422	92.133	93.393	96.891	96.056	88.274	90.308	93.499	98.708	92.201	95.891	92.192	91.812	92.222	98.070	97.741	91.003	92.664
93.614	96.294	95.046	94.715	92.967	94.236	97.116	96.178	90.611	90.850	93.972	100.842	92.826	95.988	92.581	92.521	92.356	98.850	97.608	92.159	93.031
93.224	96.262	95.954	94.950	93.433	94.656	97.229	97.112	89.829	91.031	94.149	100.808	93.362	96.475	92.729	92.552	92.996	99.105	97.608	93.059	93.399
93.458	96.611	95.867	94.891	93.800	94.971	97.538	96.991	91.863	91.784	94.740	101.075	94.047	96.961	93.313	93.231	93.611	99.668	97.674	93.803	93.767
93.692	96.991	95.942	95.391	94.033	95.131	97.619	97.206	92.171	92.001	95.390	100.675	94.166	97.155	94.155	93.693	93.924	98.594	97.708	94.097	94.019
94.237	97.213	96.619	95.664	94.800	95.738	98.076	97.514	95.392	93.302	95.892	101.175	94.881	97.642	94.660	94.958	94.219	98.978	97.674	95.840	94.522
94.470	97.118	96.684	95.743	95.000	95.801	97.847	97.766	94.428	93.712	96.070	100.608	95.060	98.128	94.913	95.420	94.838	98.492	97.708	96.153	94.890
94.938	97.308	96.515	95.922	95.400	95.863	97.815	97.421	95.773	93.802	96.395	101.608	95.715	97.350	95.450	96.099	95.010	98.569	97.608	96.584	95.219
