1.350	10.072	29.441	1.356	5.559	4.307	4.949	1.432	231.132	0.621	1610.070	94.086	1.604	1.510	6.303	149.358	122.872	7.177	1.181	0.636
1.336	10.023	29.280	1.356	5.520	4.282	4.930	1.424	234.763	0.624	1597.970	101.462	1.595	1.529	6.279	149.375	122.261	6.686	1.151	0.641
1.323	10.328	30.186	1.369	5.677	4.532	5.035	1.468	241.495	0.633	1573.200	105.793	1.644	1.488	6.416	152.327	123.703	6.776	1.191	0.653
1.263	10.709	31.283	1.364	5.873	4.720	5.158	1.522	242.175	0.637	1555.270	107.589	1.703	1.468	6.536	156.430	127.510	6.734	1.244	0.656
1.268	10.539	30.843	1.370	5.777	4.535	5.094	1.498	237.986	0.622	1521.170	108.940	1.680	1.446	6.414	153.601	126.569	6.634	1.223	0.643
1.257	10.771	31.534	1.350	5.867	4.587	5.175	1.530	241.190	0.608	1522.150	112.794	1.717	1.417	6.434	154.616	128.865	6.679	1.287	0.611
1.285	11.677	34.202	1.359	6.325	4.941	5.597	1.659	260.288	0.627	1638.940	121.223	1.864	1.435	6.630	166.384	140.214	7.374	1.437	0.614
1.300	12.061	35.353	1.386	6.525	5.146	5.778	1.714	271.770	0.656	1690.050	119.568	1.928	1.448	7.077	172.563	144.716	7.695	1.445	0.612
1.359	12.723	37.316	1.385	6.884	5.391	6.088	1.808	284.014	0.677	1763.020	117.935	2.035	1.546	7.460	183.138	152.453	7.833	1.490	0.616
1.445	12.356	36.225	1.409	6.684	5.287	5.884	1.755	276.160	0.678	1720.370	125.238	1.978	1.621	7.127	179.166	148.271	7.637	1.433	0.603
1.502	12.797	37.521	1.430	6.930	5.513	6.097	1.819	293.388	0.727	1792.270	128.049	2.050	1.730	7.540	186.181	154.194	8.018	1.476	0.608
1.591	12.621	37.007	1.447	6.837	5.447	6.015	1.794	309.306	0.712	1769.120	135.745	2.022	1.875	7.514	183.682	152.271	7.805	1.493	0.605
1.670	12.405	36.359	1.515	6.715	5.362	5.908	1.763	297.824	0.702	1737.660	139.994	1.988	1.968	7.637	180.555	149.642	8.012	1.470	0.606
1.604	11.694	34.308	1.542	6.322	5.055	5.578	1.663	281.599	0.668	1645.780	119.834	1.875	1.900	7.489	170.000	141.474	7.964	1.360	0.597
