-2.2944	0.1648
-2.2675	0.1729
-2.2442	0.1809
-2.2209	0.1890
-2.1977	0.1971
-2.1769	0.2052
-2.1557	0.2133
-2.1345	0.2213
-2.1140	0.2294
-2.0933	0.2375
-2.0688	0.2456
-2.0480	0.2536
-2.0326	0.2617
-2.0119	0.2698
-1.9948	0.2779
-1.9767	0.2860
-1.9583	0.2940
-1.9400	0.3021
-1.9230	0.3102
-1.9056	0.3183
-1.8925	0.3264
-1.8748	0.3344
-1.8588	0.3425
-1.8402	0.3506
-1.8246	0.3587
-1.8113	0.3668
-1.7941	0.3748
-1.7798	0.3829
-1.7633	0.3910
-1.7506	0.3991
-1.7364	0.4071
-1.7214	0.4152
-1.7090	0.4233
-1.6928	0.4314
-1.6773	0.4395
-1.6609	0.4475
-1.6462	0.4556
-1.6282	0.4637
-1.6150	0.4718
-1.5999	0.4799
-1.5853	0.4879
-1.5717	0.4960
-1.5527	0.5041
-1.5369	0.5122
-1.5226	0.5202
-1.5089	0.5283
-1.4925	0.5364
-1.4806	0.5445
-1.4634	0.5526
-1.4487	0.5606
-1.4329	0.5687
-1.4176	0.5768
-1.4005	0.5849
-1.3832	0.5930
-1.3655	0.6010
-1.3508	0.6091
-1.3351	0.6172
-1.3189	0.6253
-1.3017	0.6334
-1.2764	0.6414
-1.2579	0.6495
-1.2375	0.6576
-1.2187	0.6657
-1.2019	0.6737
-1.1852	0.6818
-1.1648	0.6899
-1.1467	0.6980
-1.1297	0.7061
-1.1095	0.7141
-1.0895	0.7222
-1.0664	0.7303
-1.0469	0.7384
-1.0249	0.7465
-1.0061	0.7545
-0.9766	0.7626
-0.9541	0.7707
-0.9284	0.7788
-0.9044	0.7868
-0.8800	0.7949
-0.8546	0.8030
-0.8344	0.8111
-0.8069	0.8192
-0.7800	0.8272
-0.7490	0.8353
-0.7213	0.8434
-0.6868	0.8515
-0.6578	0.8596
-0.6215	0.8676
-0.5819	0.8757
-0.5475	0.8838
-0.5048	0.8919
-0.4602	0.8999
-0.4590	0.9000
-0.4557	0.9011
-0.4499	0.9021
-0.4424	0.9031
-0.4359	0.9041
-0.4310	0.9051
-0.4260	0.9061
-0.4221	0.9071
-0.4176	0.9081
-0.4130	0.9091
-0.4046	0.9102
-0.4002	0.9112
-0.3920	0.9122
-0.3833	0.9132
-0.3813	0.9142
-0.3739	0.9152
-0.3682	0.9162
-0.3636	0.9172
-0.3573	0.9182
-0.3519	0.9192
-0.3451	0.9203
-0.3391	0.9213
-0.3318	0.9223
-0.3233	0.9233
-0.3175	0.9243
-0.3140	0.9253
-0.3054	0.9263
-0.3001	0.9273
-0.2951	0.9283
-0.2888	0.9293
-0.2794	0.9304
-0.2693	0.9314
-0.2577	0.9324
-0.2494	0.9334
-0.2421	0.9344
-0.2343	0.9354
-0.2264	0.9364
-0.2180	0.9374
-0.2126	0.9384
-0.2062	0.9394
-0.1942	0.9405
-0.1858	0.9415
-0.1738	0.9425
-0.1663	0.9435
-0.1551	0.9445
-0.1461	0.9455
-0.1364	0.9465
-0.1274	0.9475
-0.1203	0.9485
-0.1100	0.9495
-0.1026	0.9506
-0.0929	0.9516
-0.0842	0.9526
-0.0716	0.9536
-0.0599	0.9546
-0.0492	0.9556
-0.0418	0.9566
-0.0349	0.9576
-0.0200	0.9586
-0.0116	0.9596
-0.0052	0.9607
0.0070	0.9617
0.0240	0.9627
0.0306	0.9637
0.0424	0.9647
0.0551	0.9657
0.0641	0.9667
0.0851	0.9677
0.1000	0.9687
0.1115	0.9697
0.1247	0.9708
0.1378	0.9718
0.1478	0.9728
0.1595	0.9738
0.1744	0.9748
0.1919	0.9758
0.2123	0.9768
0.2330	0.9778
0.2422	0.9788
0.2628	0.9798
0.2866	0.9809
0.3018	0.9819
0.3318	0.9829
0.3703	0.9839
0.4017	0.9849
0.4230	0.9859
0.4514	0.9869
0.4773	0.9879
0.5191	0.9889
0.5625	0.9899
0.5966	0.9910
0.6298	0.9920
0.6826	0.9930
0.7263	0.9940
0.7804	0.9950
0.9161	0.9960
1.0346	0.9970
1.1248	0.9980
1.3444	0.9990
2.0316	1.0000

/* 
 ADF test with an intercept
 ADF~p-value
 300 x 2
*/
