-3.9439	0.0001
-3.2739	0.0012
-3.1973	0.0022
-2.9430	0.0032
-2.8597	0.0042
-2.7753	0.0052
-2.6768	0.0062
-2.6173	0.0072
-2.5889	0.0082
-2.5412	0.0092
-2.5098	0.0102
-2.4901	0.0112
-2.4658	0.0123
-2.4401	0.0133
-2.4069	0.0143
-2.3871	0.0153
-2.3739	0.0163
-2.3542	0.0173
-2.3271	0.0183
-2.3058	0.0193
-2.2865	0.0203
-2.2744	0.0213
-2.2528	0.0223
-2.2325	0.0234
-2.2204	0.0244
-2.2038	0.0254
-2.1897	0.0264
-2.1660	0.0274
-2.1432	0.0284
-2.1324	0.0294
-2.1180	0.0304
-2.0997	0.0314
-2.0861	0.0324
-2.0798	0.0334
-2.0638	0.0345
-2.0558	0.0355
-2.0488	0.0365
-2.0399	0.0375
-2.0292	0.0385
-2.0158	0.0395
-2.0029	0.0405
-1.9858	0.0415
-1.9778	0.0425
-1.9646	0.0435
-1.9571	0.0446
-1.9452	0.0456
-1.9419	0.0466
-1.9326	0.0476
-1.9227	0.0486
-1.9122	0.0496
-1.9063	0.0506
-1.9014	0.0516
-1.8921	0.0526
-1.8851	0.0536
-1.8719	0.0546
-1.8643	0.0556
-1.8580	0.0567
-1.8529	0.0577
-1.8484	0.0587
-1.8421	0.0597
-1.8355	0.0607
-1.8260	0.0617
-1.8196	0.0627
-1.8162	0.0637
-1.8088	0.0647
-1.8012	0.0657
-1.7946	0.0667
-1.7882	0.0678
-1.7776	0.0688
-1.7742	0.0698
-1.7677	0.0708
-1.7620	0.0718
-1.7577	0.0728
-1.7480	0.0738
-1.7425	0.0748
-1.7387	0.0758
-1.7315	0.0768
-1.7268	0.0779
-1.7233	0.0789
-1.7193	0.0799
-1.7159	0.0809
-1.7094	0.0819
-1.7045	0.0829
-1.6998	0.0839
-1.6959	0.0849
-1.6879	0.0859
-1.6807	0.0869
-1.6768	0.0879
-1.6698	0.0890
-1.6640	0.0900
-1.6555	0.0910
-1.6484	0.0920
-1.6441	0.0930
-1.6411	0.0940
-1.6380	0.0950
-1.6326	0.0960
-1.6292	0.0970
-1.6214	0.0980
-1.6153	0.0990
-1.6096	0.1000
-1.6094	0.1002
-1.5729	0.1082
-1.5385	0.1163
-1.5065	0.1244
-1.4715	0.1325
-1.4428	0.1405
-1.4120	0.1486
-1.3849	0.1567
-1.3552	0.1648
-1.3279	0.1729
-1.2923	0.1809
-1.2645	0.1890
-1.2425	0.1971
-1.2152	0.2052
-1.1844	0.2133
-1.1653	0.2213
-1.1452	0.2294
-1.1254	0.2375
-1.1045	0.2456
-1.0833	0.2536
-1.0630	0.2617
-1.0408	0.2698
-1.0235	0.2779
-1.0041	0.2860
-0.9848	0.2940
-0.9620	0.3021
-0.9396	0.3102
-0.9217	0.3183
-0.9028	0.3264
-0.8872	0.3344
-0.8638	0.3425
-0.8420	0.3506
-0.8232	0.3587
-0.8062	0.3668
-0.7862	0.3748
-0.7694	0.3829
-0.7540	0.3910
-0.7368	0.3991
-0.7170	0.4071
-0.6995	0.4152
-0.6820	0.4233
-0.6620	0.4314
-0.6432	0.4395
-0.6227	0.4475
-0.5986	0.4556
-0.5769	0.4637
-0.5586	0.4718
-0.5383	0.4799
-0.5209	0.4879
