-5.1609	0.0001
-4.5229	0.0012
-4.3478	0.0022
-4.2624	0.0032
-4.2250	0.0042
-4.1818	0.0052
-4.1321	0.0062
-4.0803	0.0072
-4.0547	0.0082
-4.0101	0.0092
-3.9742	0.0102
-3.9436	0.0112
-3.8904	0.0123
-3.8739	0.0133
-3.8553	0.0143
-3.8370	0.0153
-3.8115	0.0163
-3.7912	0.0173
-3.7769	0.0183
-3.7541	0.0193
-3.7346	0.0203
-3.7106	0.0213
-3.6887	0.0223
-3.6731	0.0234
-3.6613	0.0244
-3.6491	0.0254
-3.6352	0.0264
-3.6206	0.0274
-3.6099	0.0284
-3.5966	0.0294
-3.5827	0.0304
-3.5765	0.0314
-3.5643	0.0324
-3.5518	0.0334
-3.5425	0.0345
-3.5299	0.0355
-3.5212	0.0365
-3.5124	0.0375
-3.5055	0.0385
-3.4902	0.0395
-3.4799	0.0405
-3.4655	0.0415
-3.4566	0.0425
-3.4514	0.0435
-3.4427	0.0446
-3.4360	0.0456
-3.4203	0.0466
-3.4147	0.0476
-3.4076	0.0486
-3.3980	0.0496
-3.3921	0.0506
-3.3862	0.0516
-3.3765	0.0526
-3.3648	0.0536
-3.3581	0.0546
-3.3475	0.0556
-3.3434	0.0567
-3.3379	0.0577
-3.3316	0.0587
-3.3233	0.0597
-3.3167	0.0607
-3.3114	0.0617
-3.3037	0.0627
-3.2925	0.0637
-3.2862	0.0647
-3.2810	0.0657
-3.2758	0.0667
-3.2717	0.0678
-3.2650	0.0688
-3.2593	0.0698
-3.2542	0.0708
-3.2475	0.0718
-3.2418	0.0728
-3.2351	0.0738
-3.2328	0.0748
-3.2262	0.0758
-3.2212	0.0768
-3.2161	0.0779
-3.2129	0.0789
-3.2074	0.0799
-3.2026	0.0809
-3.1980	0.0819
-3.1924	0.0829
-3.1872	0.0839
-3.1837	0.0849
-3.1782	0.0859
-3.1708	0.0869
-3.1670	0.0879
-3.1618	0.0890
-3.1555	0.0900
-3.1486	0.0910
-3.1446	0.0920
-3.1363	0.0930
-3.1328	0.0940
-3.1269	0.0950
-3.1245	0.0960
-3.1211	0.0970
-3.1171	0.0980
-3.1124	0.0990
-3.1062	0.1000
-3.1052	0.1002
-3.0704	0.1082
-3.0283	0.1163
-2.9938	0.1244
-2.9657	0.1325
-2.9365	0.1405
-2.9107	0.1486
-2.8878	0.1567
-2.8659	0.1648
-2.8432	0.1729
-2.8201	0.1809
-2.7975	0.1890
-2.7796	0.1971
-2.7555	0.2052
-2.7312	0.2133
-2.7121	0.2213
-2.6918	0.2294
-2.6716	0.2375
-2.6513	0.2456
-2.6320	0.2536
-2.6116	0.2617
-2.5921	0.2698
-2.5746	0.2779
-2.5577	0.2860
-2.5414	0.2940
-2.5245	0.3021
-2.5068	0.3102
-2.4908	0.3183
-2.4713	0.3264
-2.4575	0.3344
-2.4400	0.3425
-2.4242	0.3506
-2.4108	0.3587
-2.3970	0.3668
-2.3812	0.3748
-2.3673	0.3829
-2.3524	0.3910
-2.3375	0.3991
-2.3226	0.4071
-2.3103	0.4152
-2.2943	0.4233
-2.2811	0.4314
-2.2662	0.4395
-2.2529	0.4475
-2.2379	0.4556
-2.2216	0.4637
-2.2028	0.4718
-2.1878	0.4799
-2.1721	0.4879
-2.1583	0.4960
-2.1422	0.5041
-2.1283	0.5122
-2.1163	0.5202
-2.1024	0.5283
-2.0831	0.5364
-2.0697	0.5445
-2.0537	0.5526
-2.0422	0.5606
-2.0273	0.5687
-2.0116	0.5768
-1.9977	0.5849
-1.9838	0.5930
-1.9694	0.6010
-1.9543	0.6091
-1.9425	0.6172
-1.9297	0.6253
-1.9137	0.6334
-1.8974	0.6414
-1.8828	0.6495
-1.8673	0.6576
-1.8531	0.6657
-1.8366	0.6737
-1.8201	0.6818
-1.8025	0.6899
-1.7864	0.6980
-1.7706	0.7061
-1.7552	0.7141
-1.7382	0.7222
-1.7212	0.7303
-1.7026	0.7384
-1.6864	0.7465
-1.6689	0.7545
-1.6478	0.7626
-1.6292	0.7707
-1.6100	0.7788
-1.5895	0.7868
-1.5720	0.7949
-1.5509	0.8030
-1.5296	0.8111
-1.5061	0.8192
-1.4816	0.8272
-1.4565	0.8353
-1.4293	0.8434
-1.4004	0.8515
-1.3746	0.8596
-1.3492	0.8676
-1.3248	0.8757
-1.2962	0.8838
-1.2637	0.8919
-1.2262	0.8999
-1.2253	0.9000
-1.2205	0.9011
-1.2158	0.9021
-1.2122	0.9031
-1.2059	0.9041
-1.2007	0.9051
-1.1980	0.9061
-1.1925	0.9071
-1.1869	0.9081
-1.1838	0.9091
-1.1799	0.9102
-1.1757	0.9112
-1.1671	0.9122
-1.1620	0.9132
-1.1579	0.9142
-1.1533	0.9152
-1.1487	0.9162
-1.1414	0.9172
-1.1366	0.9182
-1.1306	0.9192
-1.1241	0.9203
-1.1197	0.9213
-1.1149	0.9223
-1.1089	0.9233
-1.1040	0.9243
-1.0984	0.9253
-1.0878	0.9263
-1.0816	0.9273
-1.0763	0.9283
-1.0737	0.9293
-1.0683	0.9304
-1.0639	0.9314
-1.0564	0.9324
-1.0507	0.9334
-1.0453	0.9344
-1.0377	0.9354
-1.0334	0.9364
-1.0269	0.9374
-1.0220	0.9384
-1.0171	0.9394
-1.0118	0.9405
-1.0023	0.9415
-0.9941	0.9425
-0.9886	0.9435
-0.9781	0.9445
-0.9723	0.9455
